file number,time (s),x_center (cm),adv (degree),rec (degree),contact_line_length (cm),y_center (cm),middle_angle_degree (degree),velocity (cm/s)
frame_000252.png,0.03425,1.898721051449529,109.96439178910761,60.25654713440659,0.7539555312570237,0.10502511568232634,54.982135737447585,47.04662431846529
frame_000253.png,0.0345,1.9104827075291453,110.68150305579587,61.5066001987212,0.7550017916775177,0.10470743077303013,54.88748678058016,48.58799485565424
frame_000254.png,0.03475,1.9226297062430588,113.24541079436877,57.30583868903527,0.7569914485199836,0.10438871525333038,54.87608386579788,48.663641049726536
frame_000255.png,0.035,1.9347956165054905,113.33447531867269,57.4340917322011,0.7602380450000892,0.10408395932416012,54.67333917709557,47.479335879796025
frame_000256.png,0.035250000000000004,1.9466654504754395,111.43892338901533,59.75648516525962,0.7627462910708249,0.10382655547558126,54.31430808574285,46.86749001539514
frame_000257.png,0.035500000000000004,1.9583823229792883,111.49403387007195,58.36650201707913,0.7657399644358911,0.10364116254582502,54.160249749309216,48.70681554714462
frame_000258.png,0.035750000000000004,1.9705590268660744,110.28504369025507,59.669539196853165,0.7690969623482217,0.10340926896394809,53.94768984725522,47.6533163868984
frame_000259.png,0.036000000000000004,1.982472355962799,113.49210476561467,55.25812345955659,0.7720478549461294,0.10314938634960294,53.72338764885929,47.31283455446267
frame_000260.png,0.03625,1.9943005646014147,112.38387180680337,56.38284994474596,0.7752163546769562,0.10294229759941423,53.37661776489329,49.09295261847735
frame_000261.png,0.0365,2.006573802756034,112.392385016507,58.178867233925615,0.7760574829913975,0.10286673491351024,53.222066740372085,47.2117943874899
frame_000262.png,0.03675,2.0183767513529065,109.84089217429515,58.213111377694325,0.7792603308680908,0.10271049777424471,53.05602933065352,47.83662573598235
frame_000263.png,0.037,2.030335907786902,108.19740026485033,57.65190223417019,0.783244621633654,0.10252819511500928,52.75030277199869,48.29301703950506
frame_000264.png,0.03725,2.0424091620467784,112.41835407244623,56.125442687624016,0.7851581880763169,0.10224223076748405,52.63729008910752,47.15659836313968
frame_000265.png,0.0375,2.0541983116375633,111.26271628485824,56.32888016250163,0.7884969133619869,0.10195819620539316,52.21805631698454,47.508068414465754
frame_000266.png,0.03775,2.0660753287411797,110.2656793056416,54.57956988181919,0.7914416944855371,0.10173898988279668,51.983903409755264,47.59975191862864
frame_000267.png,0.038,2.077975266720837,105.82446713631865,55.00473503694762,0.7956507711014483,0.10144695811293972,51.676090620203546,49.053333927211895
frame_000268.png,0.03825,2.09023860020264,106.34279260972026,55.04846521712027,0.7977090388735281,0.10115085475589883,51.47462655715822,48.28492654725558
frame_000269.png,0.0385,2.1023098318394537,112.71939916724747,52.437257179650125,0.7997027121389861,0.10069672835368625,51.12197418449781,48.09485860069351
frame_000270.png,0.03875,2.114333546489627,109.97628940119611,56.66250362817596,0.8012959513358011,0.10038455573396146,50.807920730128224,49.29375630708144
frame_000271.png,0.039,2.1266569855663975,105.59733587331968,54.78289690897165,0.8054393846327113,0.10005461109995088,50.65149679957157,48.83781023055356
frame_000272.png,0.03925,2.138866438124036,113.8369311441254,55.92821640613451,0.806118885731826,0.09957575256298754,50.35583103276693,48.504423020293785
frame_000273.png,0.0395,2.1509925438791093,113.06769298095024,55.67694894274248,0.8077816664582428,0.09913466805607347,50.13036265220188,49.52676824736457
frame_000274.png,0.03975,2.1633742359409505,110.5431133561643,54.30949142340228,0.8107891344007447,0.09880736777922375,49.887811766703884,48.66691058545847
frame_000275.png,0.04,2.175540963587315,111.67927073183442,57.69011024199824,0.8129751574183797,0.09838553339360165,49.70630443471432,50.02009032131838
frame_000276.png,0.04025,2.1880459861676447,113.94649109320966,53.36880667581688,0.8153234837936617,0.09807546863920506,49.432784595108764,48.7715865267635
frame_000277.png,0.0405,2.2002388827993355,113.41068017136631,55.322297039749536,0.8168306595764403,0.09762358802173521,49.030620725404226,49.45810272265305
frame_000278.png,0.04075,2.212603408479999,109.76592317344179,57.10759805448181,0.8201667596249125,0.09725239728050124,48.835738888544924,50.28576423178066
frame_000279.png,0.041,2.225174849537944,114.94079430851751,58.03200963579911,0.8212959241534452,0.09689759882482976,48.581236588483854,49.193640411351325
frame_000280.png,0.04125,2.237473259640782,111.70529289457554,55.99146337980286,0.8257196228582702,0.09660724663867883,48.331961683589554,49.75567796383551
frame_000281.png,0.0415,2.2499121791317407,109.53132667438774,55.411315984581094,0.828990964771436,0.09628174719754456,48.08056009511224,49.057366058413265
frame_000282.png,0.04175,2.262176520646344,110.7553399011672,54.69014814267859,0.8312819034703622,0.09590173970018753,47.64223077713467,49.97468597689547
frame_000283.png,0.042,2.274670192140568,113.49340377573368,57.249462335642725,0.833166053636982,0.0955879888630257,47.46745951781479,49.663161777566245
frame_000284.png,0.04225,2.2870859825849594,110.3458961265205,55.26285404554155,0.8366324129454461,0.09538740555490482,47.04759157374717,49.65103976484819
frame_000285.png,0.0425,2.2994987425261715,107.9113817807582,59.60338486625113,0.8394930661244743,0.09516228852129785,46.83404114264097,50.97556056654895
frame_000286.png,0.04275,2.3122426326678087,113.67196795130816,58.34137534921257,0.8414078675712665,0.09489664788655544,46.65254559001311,49.085843406043494
frame_000287.png,0.043000000000000003,2.3245140935193196,111.47304874297598,57.44045717231728,0.8445969685584593,0.09465486191474543,46.32169773316727,50.179307097868886
frame_000288.png,0.043250000000000004,2.337058920293787,106.75626985507381,56.633690887999684,0.8484164749518532,0.09443269650882408,46.1056440321895,49.890712711185614
frame_000289.png,0.043500000000000004,2.349531598471583,113.65577259944953,58.80415013465138,0.8493989655057269,0.09421229209624118,45.80448788669305,49.970645858236296
frame_000290.png,0.043750000000000004,2.3620242599361423,111.04798911059254,65.68201305527732,0.8514219740417512,0.09405390837244959,45.47397658005356,49.940084460349254
frame_000291.png,0.044,2.3745092810512296,108.56339546331665,58.99782474990187,0.855894417384722,0.09389429100265885,45.25961842187411,50.49712454119337
frame_000292.png,0.04425,2.387133562186528,113.11124376745559,56.71344635734498,0.8579902336896064,0.09374203604179485,44.98361536725629,49.584103897004184
frame_000293.png,0.0445,2.399529588160779,108.79013637836441,58.58660404121636,0.8616564513094183,0.09358003030600087,44.68074567762688,49.863373119782395
frame_000294.png,0.04475,2.4119954314407246,107.85709618325657,56.48076927439068,0.8641701650691925,0.09347172655226495,44.37362069746676,50.67683162081771
frame_000295.png,0.045,2.424664639345929,113.11222362217602,58.38927478918986,0.8657155231684694,0.0933181259196673,44.118448910206574,50.0718173871757
frame_000296.png,0.04525,2.437182593692723,109.01238604695605,55.2217757898857,0.8697860456616601,0.093234328262205,43.8470753110246,49.961703613107034
frame_000297.png,0.0455,2.4496730195959997,109.53956457025308,58.10373248885648,0.8719413595849423,0.09313303951158637,43.547750790460555,50.805901166887324
frame_000298.png,0.04575,2.4623744948877215,112.03810531944211,57.61366494099592,0.8734495782554501,0.09302751384161134,43.291037930897346,51.13726068658231
frame_000299.png,0.046,2.475158810059367,108.94763890168572,56.56241353258842,0.8779508088199953,0.09291713395510359,42.954488815570876,50.51747876040835
frame_000300.png,0.04625,2.487788179749469,114.44224176322396,55.945709729706635,0.8792584106518163,0.09282822546597959,42.7244473196232,50.836282476836914
frame_000301.png,0.0465,2.5004972503686784,112.20267254005971,58.03350330007541,0.8817045260856818,0.09274386953167456,42.470402826233,50.18600199432832
frame_000302.png,0.04675,2.5130437508672605,109.55669079292936,56.67099879327282,0.8849337313473311,0.0926719172031184,42.081764888175584,51.29550834826624
frame_000303.png,0.047,2.525867627954327,114.01752052891484,56.69720478972044,0.8867861255532273,0.09250769812895213,41.87312756554178,50.272293289093994
frame_000304.png,0.04725,2.5384357012766006,111.58380614756597,58.16777240495139,0.8892407906231055,0.09246424852850554,41.52777210483503,50.323090794508474
frame_000305.png,0.0475,2.5510164739752277,109.2867289431359,55.87719296508241,0.8917205173577715,0.09235481714887842,41.247450991271826,52.44781184975267
frame_000306.png,0.04775,2.564128426937666,113.48080229735098,56.645036073959304,0.8937842287798197,0.09227033527280379,40.98650052309332,50.212141458400694
frame_000307.png,0.048,2.576681462302266,110.42601878090215,56.16495066157728,0.896887580327171,0.09215360170024033,40.67383632121714,51.53051978495249
frame_000308.png,0.04825,2.589564092248504,114.01089855132861,54.28839084063176,0.8987534578347388,0.09204631109794784,40.4256492746685,52.03082946309934
frame_000309.png,0.0485,2.602571799614279,111.05991741380967,55.296078712921606,0.901174758299038,0.0919775166501333,40.20437172399771,50.693827269361336
frame_000310.png,0.04875,2.6152452564316193,108.00814139833261,55.007633220900466,0.9037470178626044,0.09191734363823786,39.95147732955527,53.5830310613612
frame_000311.png,0.049,2.6286410141969596,112.969799109788,51.34593203085981,0.9060667298012739,0.09182256440271154,39.7839037498368,50.870948665766136
frame_000312.png,0.04925,2.641358751363401,110.31827392766371,52.962039059134604,0.9083387531855731,0.09172844936388383,39.485529172906126,50.62830994162226
frame_000313.png,0.0495,2.6540158288488067,108.98617143094235,51.09524453776722,0.9107555043887505,0.09162896952146563,39.17593968952158,52.859706456901634
frame_000314.png,0.04975,2.667230755463032,112.12030390847991,52.941832585563986,0.911684152879329,0.0915126592805797,38.959646131886316,50.85076867724858
frame_000315.png,0.05,2.6799434476323443,110.95711007924388,51.80592123331916,0.9140852563961444,0.09138692612931758,38.65197177644522,52.97242620413556
frame_000316.png,0.05025,2.693186554183378,113.9944508181673,54.89184505045152,0.9146010428510045,0.09123990441068959,38.50119418025413,52.61085616822214
frame_000317.png,0.0505,2.7063392682254337,111.53353598360205,53.5025610948377,0.9175633379291915,0.09109949793596492,38.155007691105304,51.89553108104761
frame_000318.png,0.05075,2.7193131509956956,109.41753754992916,52.19499102804975,0.9200226215175888,0.09096986742385965,37.90130537907511,53.49765363209791
frame_000319.png,0.051000000000000004,2.73268756440372,113.50847042190708,50.9524115865994,0.9220000819468928,0.09079523116693695,37.6509432024402,51.269479101044624
frame_000320.png,0.051250000000000004,2.7455049341789812,111.17045681616804,51.43354679262433,0.9243330052142935,0.09070910946498295,37.31776489198045,53.157537714866976
frame_000321.png,0.051500000000000004,2.758794318607698,115.09241287159404,50.12229546295855,0.9251272150519321,0.09053241917048324,37.09766411056335,53.17369815021955
frame_000322.png,0.051750000000000004,2.772087743145253,112.16610923135462,49.26838790857257,0.9280718282981402,0.09041256979792493,36.836482889348694,50.76426172398385
frame_000323.png,0.052000000000000005,2.784778808576249,111.0012425613241,51.0872993345259,0.9294985733691784,0.09023227602932044,36.449811684617025,54.41849899387208
frame_000324.png,0.05225,2.798383433324717,114.46002047093987,50.63320363932652,0.9322178862826963,0.09011308117248036,36.23059221476804,52.50600119729221
frame_000325.png,0.0525,2.81150993362404,109.94095446613397,50.46581225183324,0.934272037982363,0.08998830173201837,35.92991276600517,53.876323333664544
frame_000326.png,0.05275,2.824979014457456,113.63953515240505,48.45218623025347,0.9361759574091191,0.08986015825499497,35.70304070686096,53.3396529104877
frame_000327.png,0.053,2.838313927685078,111.12144700713077,50.98276038544219,0.9377771339042705,0.08976492302489329,35.43333535969635,53.430590725980665
frame_000328.png,0.05325,2.851671575366573,115.12064529719686,51.01351454765543,0.9379477069164994,0.08963699299664571,35.223720616396,53.25772155466346
frame_000329.png,0.0535,2.864986005755239,112.73779499473314,50.62192339229493,0.9420746595412735,0.08949507815673974,34.9011426213753,53.48674938428921
frame_000330.png,0.05375,2.8783576931013113,112.84792853478132,50.453219487529,0.9434415217500158,0.08940212966184506,34.68949559351641,54.24989450337314
frame_000331.png,0.054,2.8919201667271546,113.92600735696388,47.798687138018565,0.9460179795070247,0.08932148160207053,34.44727644743409,53.496541419825405
frame_000332.png,0.05425,2.905294302082111,111.80466535266044,49.09334221322523,0.9483970591717958,0.0891868986643031,34.21117348509557,53.954453478850084
frame_000333.png,0.0545,2.9187829154518234,113.97435616287815,50.71879027931803,0.9493652016843426,0.08910686140883525,33.95088672259497,53.09353579884579
frame_000334.png,0.05475,2.932056299401535,111.76620606784411,50.178808801998194,0.9530451645843276,0.08898791295086067,33.734096613748974,53.67290506481126
frame_000335.png,0.055,2.9454745256677377,115.86536944321283,47.02843944105434,0.9545832797168469,0.08892902734088004,33.46957599915625,53.632591204660685
frame_000336.png,0.05525,2.958882673468903,110.63850384158333,46.689402989134784,0.9593229327018756,0.08885051585521732,33.20016170278984,53.88323882631596
frame_000337.png,0.0555,2.972353483175482,113.65710451679679,46.068483121481755,0.9609212384098077,0.08873255686350832,33.11939939545478,53.64777066665738
frame_000338.png,0.05575,2.985765425842146,110.86550022941572,46.40865233310805,0.9644007131243449,0.08868369909191684,32.83269489881921,53.93350606956737
frame_000339.png,0.056,2.999248802359538,113.3401920876967,49.257157300618346,0.9650982513316095,0.08860772896060967,32.62313333350262,54.06027849133288
frame_000340.png,0.05625,3.0127638719823713,111.50501507747083,49.48669308566619,0.967710166024842,0.0885998962713844,32.480871204952386,53.89994312534441
frame_000341.png,0.0565,3.0262388577637074,115.51686269335931,52.92508757237537,0.9676167932695786,0.0885222989586809,32.31353485714145,53.17075218997225
frame_000342.png,0.05675,3.0395315458112004,112.13861307930988,48.64840155774467,0.973258533720028,0.0884407386721278,32.04119423221243,53.61333762825282
frame_000343.png,0.057,3.0529348802182636,114.02675544570705,49.69368844326528,0.9748486865810504,0.08835994475979768,31.861724416636864,52.91400939696622
frame_000344.png,0.05725,3.066163382567505,110.69472171940771,46.540850381646955,0.9795557827316234,0.0883096705473508,31.636636024987013,54.26884405926735
frame_000345.png,0.0575,3.079730593582322,115.36733841879104,48.392939544831016,0.9795884146737445,0.08820432255754594,31.44279770870882,52.57000364730047
frame_000346.png,0.05775,3.092873094494147,110.30806011890313,49.01271975838137,0.9840828424122855,0.08811461075470374,31.19246607286516,54.44012233567541
frame_000347.png,0.058,3.106483125078066,113.80823584989108,52.85808462565425,0.9840558006422704,0.08803424401851069,31.044115902009132,53.71210706617191
frame_000348.png,0.05825,3.119911151844609,110.44752119370914,51.39228109283598,0.9890032515852286,0.08792955772806177,30.765849030813282,52.949485119336615
frame_000349.png,0.0585,3.133148523124443,114.70185967797865,49.62466223694598,0.9913142512849153,0.08780780417225836,30.586795508869226,53.91965382702146
frame_000350.png,0.058750000000000004,3.1466284365811985,113.0489760633406,48.54293749104967,0.9954144917762898,0.08768861893834932,30.400503725880007,53.44817368109389
frame_000351.png,0.059000000000000004,3.159990480001472,113.04570504281193,50.10545310950657,0.9966212262713645,0.08763929341405331,30.209660329310715,53.42882623741296
frame_000352.png,0.059250000000000004,3.173347686560825,113.991380012466,51.44404597698205,0.9988585328095653,0.08755358365251682,30.06039784176452,52.37574927655686
frame_000353.png,0.059500000000000004,3.1864416238799644,112.40166671412513,50.52446328961289,1.0024299619363646,0.0874456731033724,29.823042767276892,54.08347400973312
frame_000354.png,0.059750000000000004,3.1999624923823977,114.0379181292518,51.09656836608713,1.0045264521171244,0.08733843328375834,29.71000192477729,54.726902802391564
frame_000355.png,0.06,3.2136442180829956,112.67897797449264,49.27735923056552,1.0078905509412788,0.08725586003608761,29.55431433252996,52.615980096302195
frame_000356.png,0.06025,3.226798213107071,114.4167698913083,50.51584239807255,1.0107427324167404,0.08712048362112991,29.39144924199445,52.89272707166326
frame_000357.png,0.0605,3.240021394874987,111.24496298418839,48.939007057479294,1.0158863705181502,0.08701227098822241,29.165127834717644,53.87455783868589
frame_000358.png,0.06075,3.2534900343346584,111.88809189620258,53.53327383046801,1.0172413873730168,0.08690579774265775,29.02780155461095,54.90095445693122
frame_000359.png,0.061,3.2672152729488912,114.66340930503432,54.36232769271209,1.0188000077719213,0.08676432174801747,28.881185268463643,52.28942072938381
frame_000360.png,0.06125,3.280287628131237,110.58138192595997,52.66103148205935,1.0246059513026864,0.08660932988880157,28.69158766036004,53.79032976321696
frame_000361.png,0.0615,3.2937352105720414,113.11304527600979,50.90193263201127,1.0277897890308096,0.08647447193833067,28.575082699255425,56.84618806724018
frame_000362.png,0.06175,3.3079467575888515,113.40293801272051,51.91257213699493,1.0305454909848113,0.08639059569580616,28.59217228496912,53.23049240893063
frame_000363.png,0.062,3.321254380691084,111.23300017708667,52.0586540909735,1.034113690761181,0.08622350792387383,28.368978737320234,54.353903841866114
frame_000364.png,0.06225,3.3348428566515507,114.13783277909612,54.264368827975,1.035411831511338,0.08610899486560566,28.21885137733041,54.34999437446919
frame_000365.png,0.0625,3.348430355245168,110.57699205759859,54.25857658390413,1.0407113985213898,0.08596421407446832,28.07440812134223,54.787146043006274
frame_000366.png,0.06275,3.3621271417559195,111.30010432801807,49.79313077237889,1.0448668128847451,0.08581287327635444,27.95390639160713,54.66087687914545
frame_000367.png,0.063,3.375792360975706,114.03700105860256,50.09025477562821,1.0475487598665854,0.08567486530787775,27.737231046262927,54.07662770384647
frame_000368.png,0.06325,3.3893115179016675,110.11519914090681,49.83354351943409,1.0512933330148326,0.08556195073309952,27.622700856874122,55.839767143407215
frame_000369.png,0.0635,3.4032714596875193,111.97784049399596,50.11914061949478,1.0540350424733427,0.0854409715106224,27.494706728069776,56.279273663092155
frame_000370.png,0.06375,3.4173412781032924,112.12337393978805,52.67614567662893,1.0558117377621723,0.08529909307070836,27.37092163019546,54.13651744235182
frame_000371.png,0.064,3.4308754074638803,110.71693688213635,52.25649203408188,1.0605859762129668,0.08516071195588522,27.23994863450694,56.12377354714759
frame_000372.png,0.06425,3.444906350850667,111.77517604982464,49.98907587807213,1.0639751738968501,0.08502177527801091,27.129104871096036,54.75128563628218
frame_000373.png,0.0645,3.4585941722597378,112.5164290621201,50.24606343093796,1.0676154914846363,0.0848454202710775,26.989351261884487,54.31696658325258
frame_000374.png,0.06475,3.472173413905551,108.93587832910539,49.812396752727544,1.0717389483128037,0.0847177931195455,26.778148826468946,56.47085609859914
frame_000375.png,0.065,3.4862911279302007,111.94168459241543,53.038801351066674,1.0732271717146569,0.08457006940488998,26.669231618961774,56.203318864385565
frame_000376.png,0.06525,3.500341957646297,113.65390387165621,52.92794204188274,1.0756506937861314,0.08443115182622109,26.56140115477356,55.0878407407982
frame_000377.png,0.0655,3.5141139178314966,109.07814967393828,47.31303051330459,1.0815852030213866,0.0842825226360173,26.41445776391602,55.71810254263454
